builtin_interfaces.msg.Time(sec=1727206297, nanosec=903938348)	0.026059907999747403	-0.18767447934349824	-1.225939099766704	0.14254646732966625	0.20598790788894136
builtin_interfaces.msg.Time(sec=1727206297, nanosec=938093119)	0.028269357806761954	-0.19372916458999478	-1.2171395067528141	0.13668137973215067	0.26845577051157543
builtin_interfaces.msg.Time(sec=1727206297, nanosec=973491661)	0.030650241225169284	-0.20008151694953086	-1.2103987067890558	0.15147017765660217	0.20438323161809385
builtin_interfaces.msg.Time(sec=1727206298, nanosec=8640051)	0.03305853730260873	-0.20641823339457877	-1.2036823945078041	0.15449424885737686	0.20708917674708274
builtin_interfaces.msg.Time(sec=1727206298, nanosec=43246368)	0.03551443115519771	-0.21273988538589927	-1.1970360681189585	0.1510244303945734	0.2099993120167989
builtin_interfaces.msg.Time(sec=1727206298, nanosec=77874075)	0.03800729249622543	-0.21904435472122666	-1.1903745942384776	0.13981367478465495	0.2109091332522915
builtin_interfaces.msg.Time(sec=1727206298, nanosec=112338660)	0.040541094212367165	-0.22533205335576006	-1.1837019728163731	0.14009107531345655	0.21092867188470418
builtin_interfaces.msg.Time(sec=1727206298, nanosec=146789667)	0.04293024911293613	-0.23111750033507944	-1.1736778941661161	0.13558115579362323	0.30080295261675
builtin_interfaces.msg.Time(sec=1727206298, nanosec=181022967)	0.04552063183749945	-0.23723372877600404	-1.1660580372516811	0.14124257374779928	0.25105538895512275
builtin_interfaces.msg.Time(sec=1727206298, nanosec=216166140)	0.048231518128698865	-0.24346001667214184	-1.1593569124137844	0.14071226822504568	0.21117199794029787
builtin_interfaces.msg.Time(sec=1727206298, nanosec=251069303)	0.0509571875770328	-0.2496674028880326	-1.152660581614847	0.1558780117383455	0.20280180515714427
builtin_interfaces.msg.Time(sec=1727206298, nanosec=285278113)	0.05373055410437287	-0.2558553591215412	-1.1461051207393955	0.16083872699017815	0.2135884183771653
builtin_interfaces.msg.Time(sec=1727206298, nanosec=319850081)	0.056540419934052503	-0.2620222593555411	-1.139329662012997	0.1472953435597273	0.2119984262803876
builtin_interfaces.msg.Time(sec=1727206298, nanosec=354427741)	0.059386828276460434	-0.2681720062685897	-1.132548716493944	0.12129134549349103	0.23008538223060376
builtin_interfaces.msg.Time(sec=1727206298, nanosec=389346499)	0.062286405541608726	-0.27430640402888323	-1.125914465168201	0.14499444707781203	0.20828707565413565
builtin_interfaces.msg.Time(sec=1727206298, nanosec=423905791)	0.06522711548566115	-0.28041909850315244	-1.1193278568487455	0.1328506726594588	0.21652658694722374
builtin_interfaces.msg.Time(sec=1727206298, nanosec=458095466)	0.06805640353987874	-0.2861957070490667	-1.1103148279548216	0.13245986599899015	0.2709487813336291
builtin_interfaces.msg.Time(sec=1727206298, nanosec=492998746)	0.07113301655046039	-0.2923642827692126	-1.104217966645185	0.15069387202542286	0.19517993550572513
builtin_interfaces.msg.Time(sec=1727206298, nanosec=528192697)	0.07401314397670294	-0.29800175374540583	-1.0941557258874006	0.1419336944819677	0.3069352781896481
builtin_interfaces.msg.Time(sec=1727206298, nanosec=562846760)	0.07714663960571536	-0.3040191720638251	-1.0871985125229695	0.1638325395121625	0.23589656688803168
builtin_interfaces.msg.Time(sec=1727206298, nanosec=597264082)	0.08032523179728047	-0.3100140609025796	-1.0804230387422977	0.14518825162831886	0.20557119934037885
builtin_interfaces.msg.Time(sec=1727206298, nanosec=632261488)	0.08354063838521664	-0.31598627176481237	-1.0737519871387107	0.12628955860067367	0.2184512495450107
builtin_interfaces.msg.Time(sec=1727206298, nanosec=667041206)	0.08678790124423012	-0.32193746000329293	-1.0669821318766453	0.14622453531514684	0.21142923191239477
builtin_interfaces.msg.Time(sec=1727206298, nanosec=701648104)	0.09007662603840336	-0.32786731217123966	-1.0602837348058949	0.14192246488948418	0.2228680008489866
builtin_interfaces.msg.Time(sec=1727206298, nanosec=737033138)	0.09340390679328664	-0.33377574535270904	-1.0535062380239706	0.1352409814574948	0.2151232498184521
builtin_interfaces.msg.Time(sec=1727206298, nanosec=773240188)	0.09678013001497673	-0.3396624072435047	-1.0468295210104108	0.13569758046639077	0.2207117182808839
builtin_interfaces.msg.Time(sec=1727206298, nanosec=809285379)	0.10019722853192022	-0.34552526868513	-1.0402227900623469	0.12431738983768655	0.23394066209127284
builtin_interfaces.msg.Time(sec=1727206298, nanosec=844864266)	0.10363546173916799	-0.3513634790543647	-1.033353980286876	0.12221683011825701	0.23771614486040085
builtin_interfaces.msg.Time(sec=1727206298, nanosec=880878582)	0.10712203738355182	-0.35718105075947154	-1.0265650785346605	0.1359882946880098	0.2272618593479582
